drug_name,drug_page,name,content,len
trimethoprim,https://en.wikipedia.org/wiki/Trimethoprim,Trimethoprim,"Trimethoprim (TMP) is an antibiotic used mainly in the treatment of bladder infections. Other uses include for middle ear infections and travelers' diarrhea. With sulfamethoxazole or dapsone it may be used for Pneumocystis pneumonia in people with HIV/AIDS. It is taken orally (swallowed by mouth).Common side effects include nausea, changes in taste, and rash.",54
Clozapine,https://en.wikipedia.org/wiki/Clozapine,Clozapine,Clozapine is a psychiatric medication and is the first atypical antipsychotic (also called second-generation antipsychotic) to be discovered. It is primarily used to treat people with schizophrenia and schizoaffective disorder who have had an inadequate response to two other antipsychotics or who have been unable to tolerate other drugs due to extrapyramidal side effects.,54
Calcium gluconate,https://en.wikipedia.org/wiki/Calcium_gluconate,Calcium_gluconate,"Calcium gluconate is the calcium salt of gluconic acid and is used as a mineral supplement and medication. As a medication it is used by injection into a vein to treat low blood calcium, high blood potassium, and magnesium toxicity. Supplementation is generally only required when there is not enough calcium in the diet.",54
Nitrofurantoin,https://en.wikipedia.org/wiki/Nitrofurantoin,Nitrofurantoin,"Nitrofurantoin is an antibacterial medication used to treat urinary tract infections, but it is not as effective for kidney infections. It is taken by mouth.Common side effects include nausea, loss of appetite, diarrhea, and headaches. Rarely numbness, lung problems, or liver problems may occur. It should not be used in people with kidney problems.",54
Budesonide/formoterol,https://en.wikipedia.org/wiki/Budesonide/formoterol,Budesonide/formoterol,"Budesonide/formoterol, sold under the brand name Symbicort among others, is a fixed-dose combination medication used in the management of asthma or chronic obstructive pulmonary disease (COPD). It contains budesonide, a steroid and formoterol, a long-acting β2-agonist (LABA). The product monograph does not support its use for sudden worsening or treatment of active bronchospasm. However,",54
Sofosbuvir/velpatasvir,https://en.wikipedia.org/wiki/Sofosbuvir/velpatasvir,Sofosbuvir/velpatasvir,"Sofosbuvir/velpatasvir, sold under the brand name Epclusa among others, is a fixed-dose combination medication for the treatment of hepatitis C in adults. It combines sofosbuvir and velpatasvir. It is more than 90% effective for hepatitis C genotypes one through six. It also works for hepatitis C in those who also have cirrhosis or HIV/AIDS.",54
Rifampicin,https://en.wikipedia.org/wiki/Rifampicin,Rifampicin,"Rifampicin, also known as rifampin, is an ansamycin antibiotic used to treat several types of bacterial infections, including tuberculosis (TB), Mycobacterium avium complex, leprosy, and Legionnaires' disease. It is almost always used together with other antibiotics with two notable exceptions: when given as a ""preferred treatment that is strongly recommended"" for latent TB infection;",54
Niclosamide,https://en.wikipedia.org/wiki/Niclosamide,Niclosamide,"Niclosamide, sold under the brand name Niclocide among others, is an anthelmintic medication used to treat tapeworm infestations, including diphyllobothriasis, hymenolepiasis, and taeniasis. It is not effective against other worms such as flukes or roundworms. It is taken by mouth.Side effects include nausea, vomiting, abdominal pain, and itchiness. It may be used during pregnancy.",54
Micafungin,https://en.wikipedia.org/wiki/Micafungin,Micafungin,"Micafungin, sold under the brand name Mycamine, is an echinocandin antifungal medication used to treat and prevent invasive fungal infections including candidemia, abscesses, and esophageal candidiasis. It inhibits the production of beta-1,3-glucan, an essential component of fungal cell walls that is not found in mammals. Administered intravenously, Micafungin received final approval from the U.S.",54
Normal immunoglobulin,https://en.wikipedia.org/wiki/Human_normal_immunoglobulin,Human_normal_immunoglobulin,"Immunoglobulin therapy is the use of a mixture of antibodies (normal human immunoglobulin or NHIG) to treat several health conditions. These conditions include primary immunodeficiency, immune thrombocytopenic purpura, chronic inflammatory demyelinating polyneuropathy, Kawasaki disease, certain cases of HIV/AIDS and measles, Guillain-Barré syndrome, and certain other infections when a more specific immunoglobulin is not available.",54
Glatiramer acetate,https://en.wikipedia.org/wiki/Glatiramer_acetate,Glatiramer_acetate,"Glatiramer acetate (also known as Copolymer 1, Cop-1), sold under the brand name Copaxone among others, is an immunomodulator medication used to treat multiple sclerosis. Glatiramer acetate is approved in the United States to reduce the frequency of relapses, but not for reducing the progression of disability. Observational studies, but not randomized controlled trials,",54
Tranexamic acid,https://en.wikipedia.org/wiki/Tranexamic_acid,Tranexamic_acid,"Tranexamic acid (TXA) is a medication used to treat or prevent excessive blood loss from major trauma, postpartum bleeding, surgery, tooth removal, nosebleeds, and heavy menstruation. It is also used for hereditary angioedema. It is taken either orally or by injection into a vein.Tranexamic acid is a synthetic analog of the amino acid lysine.",54
Amoxicillin,https://en.wikipedia.org/wiki/Amoxicillin,Amoxicillin,"Amoxicillin is an antibiotic medication belonging to the aminopenicillin class of the penicillin family. The drug is used to treat bacterial infections such as middle ear infection, strep throat, pneumonia, skin infections, odontogenic infections, and urinary tract infections. It is taken by mouth, or less commonly by injection.Common adverse effects include nausea and rash.",54
Lopinavir/ritonavir,https://en.wikipedia.org/wiki/Lopinavir/ritonavir,Lopinavir/ritonavir,"Lopinavir/ritonavir (LPV/r), sold under the brand name Kaletra among others, is a fixed-dose combination antiretroviral medication for the treatment and prevention of HIV/AIDS. It combines lopinavir with a low dose of ritonavir. It is generally recommended for use with other antiretrovirals. It may be used for prevention after a needlestick injury or other potential exposure.",55
Oral rehydration salts,https://en.wikipedia.org/wiki/Oral_rehydration_salts,Oral_rehydration_salts,"Oral rehydration therapy (ORT) is a type of fluid replacement used to prevent and treat dehydration, especially due to diarrhea. It involves drinking water with modest amounts of sugar and salts, specifically sodium and potassium. Oral rehydration therapy can also be given by a nasogastric tube. Therapy should routinely include the use of zinc supplements.",55
formoterol,https://en.wikipedia.org/wiki/Formoterol,Formoterol,"Formoterol, also known as eformoterol, is a long-acting β2 agonist (LABA) used as a bronchodilator in the management of asthma and chronic obstructive pulmonary disease (COPD). Formoterol has an extended duration of action (up to 12 h) compared to short-acting β2 agonists such as salbutamol (albuterol), which are effective for 4 h to 6 h.",55
sulfamethoxazole,https://en.wikipedia.org/wiki/Sulfamethoxazole,Sulfamethoxazole,"Sulfamethoxazole (SMZ or SMX) is an antibiotic. It is used for bacterial infections such as urinary tract infections, bronchitis, and prostatitis and is effective against both gram negative and positive bacteria such as Listeria monocytogenes and E. coli.Common side effects include nausea, vomiting, loss of appetite, and skin rashes. It is a sulfonamide and bacteriostatic.",55
Triclabendazole,https://en.wikipedia.org/wiki/Triclabendazole,Triclabendazole,"Triclabendazole, sold under the brand name Egaten among others, is a medication used to treat fascioliasis and paragonimiasis. It is very effective for both conditions. Treatment in hospital may be required. It is taken by mouth with typically one or two doses being required.Side effects are generally few, but can include abdominal pain and headaches.",55
Ketamine,https://en.wikipedia.org/wiki/Ketamine,Ketamine,"Ketamine is a dissociative anesthetic used medically for induction and maintenance of anesthesia. It is also used as a treatment for depression, a pain management tool, and as a recreational drug. Ketamine is a novel compound that was derived from phencyclidine in 1962 in pursuit of a safer anesthetic with fewer hallucinogenic effects.At anesthetic doses,",55
Glucagon,https://en.wikipedia.org/wiki/Glucagon_(medication),Glucagon_(medication),"Glucagon, sold under the brand name Baqsimi among others, is a medication and hormone. As a medication it is used to treat low blood sugar, beta blocker overdose, calcium channel blocker overdose, and those with anaphylaxis who do not improve with epinephrine. It is given by injection into a vein, muscle, or under the skin.",55
Vinblastine,https://en.wikipedia.org/wiki/Vinblastine,Vinblastine,"Vinblastine (VBL), sold under the brand name Velban among others, is a chemotherapy medication, typically used with other medications, to treat a number of types of cancer. This includes Hodgkin's lymphoma, non-small-cell lung cancer, bladder cancer, brain cancer, melanoma, and testicular cancer. It is given by injection into a vein.Most people experience some side effects.",55
Ceftazidime,https://en.wikipedia.org/wiki/Ceftazidime,Ceftazidime,"Ceftazidime, sold under the brand name Fortaz among others, is a third-generation cephalosporin antibiotic useful for the treatment of a number of bacterial infections. Specifically it is used for joint infections, meningitis, pneumonia, sepsis, urinary tract infections, malignant otitis externa, Pseudomonas aeruginosa infection, and vibrio infection. It is given by injection into a vein, muscle,",55
Haemophilus influenzae type b vaccine,https://en.wikipedia.org/wiki/Haemophilus_influenzae_type_b_vaccine,Haemophilus_influenzae_type_b_vaccine,"The Haemophilus influenzae type B vaccine, also known as Hib vaccine, is a vaccine used to prevent Haemophilus influenzae type b (Hib) infection. In countries that include it as a routine vaccine, rates of severe Hib infections have decreased more than 90%. It has therefore resulted in a decrease in the rate of meningitis, pneumonia,",55
