code,source,title,definition,len
QA84,http://id.who.int/icd/entity/2098203917,Other problem with transfusion without injury or harm,"Transfusion interruption or delay (e.g. took too long to administer – clotted or had to be discarded); transfusion line issues: cracked, leaked a substantial amount of blood so that insufficient amount reached patient; large amount of air infused without documented injury or harm.",43
5D42,http://id.who.int/icd/entity/196410302,Postprocedural hypoparathyroidism,"This refers to a postprocedural decreased function of the parathyroid glands with underproduction of parathyroid hormone. This can lead to low levels of calcium in the blood, often causing cramping and twitching of muscles or tetany (involuntary muscle contraction), and several other symptoms.",43
GB53,http://id.who.int/icd/entity/338317373,Acute renal papillary necrosis,"A condition of the kidney, caused by ischaemia, liver disease, or analgesic nephropathy. This condition is characterized by death of single or multiple renal papillae, haematuria, flank pain, and tissue fragments in the urine. This condition may also present with fever and chills.",43
8C61,http://id.who.int/icd/entity/1515367530,Congenital myasthenic syndromes,"Congenital myasthenic syndrome is a heterogeneous group of genetically determined diseases. There are four well-defined categories: Congenital myasthenic syndrome with presynaptic defect, Synaptic basal lamina-associated CMS, Congenital myasthenia with postsynaptic defect, CMS with glycosylation deficiency, and the remaining category is that of unidentified CMS.",44
DB33,http://id.who.int/icd/entity/706550431,Certain noninfectious colitis or proctitis,"Noninfectious colitis and proctitis is inflammation or tissue defect in the large intestine of non-infectious origin, but not included in inflammatory bowel diseases, including specific type of colitis, colitis due to medication including chemotherapy or radiation therapy side effects; or allergic or systemic disorders.",44
9A77,http://id.who.int/icd/entity/1115438392,Corneal scars or opacities,Corneal opacity occurs when the cornea is scarred by a variety of infectious and inflammatory eye diseases. These scars stop light from passing through the cornea to the retina and may cause the cornea which is normally transparent to appear white or clouded over.,44
5C57,http://id.who.int/icd/entity/782299726,Peroxisomal diseases,"Peroxisomal disorders represent a class of medical conditions caused by defects in peroxisome functions. This may be due to defects in single enzymes important for peroxisome function or in peroxins, proteins encoded by PEX genes that are critical for normal peroxisome assembly and biogenesis.",44
XN1H2,http://id.who.int/icd/entity/245882936,Zika virus,"Zika virus (ZIKV), is a flavivirus from the Flaviviridae family and Spondweni serocomplex. The virus was first identified in 1947 in the Zika forest in Uganda in the rhesus macaque population.There are two main lineages of ZIKV, the African lineage and the Asian lineage.",44
3B15,http://id.who.int/icd/entity/1795705470,Inherited coagulation factor deficiency without bleeding tendency,A disease caused by a genetically inherited mutation leading to decreased levels of coagulation factor. This disease is characterised by decreased levels of coagulation factor without leading to increased haemorrhaging. Confirmation is by identification of decreased levels of coagulation factor in a blood sample.,44
KB47,http://id.who.int/icd/entity/1567938151,Benign or innocent cardiac murmurs in newborn,"A pediatric condition characterized by heart sounds that are produced as a result of turbulent blood flow that is sufficient to produce audible noise primarily due to physiologic conditions outside the heart, as opposed to structural defects in the heart itself in a newborn.",44
GA07,http://id.who.int/icd/entity/1040032122,Salpingitis and oophoritis,"Inflammation of the fallopian tube, characterized by a typical inflammatory response (redness and oedema). It is usually manifested by lower abdominal pain and tenderness, fever, increased pulse rate, hypermenorrhoea and/or metrorrhagia. The disorder may resolve or result in fibrosis, hydrosalpinx, pyosalpinx, or cyst formation.",44
5D43,http://id.who.int/icd/entity/1862219308,Postprocedural hypopituitarism,"This is the postprocedural decreased (hypo) secretion of one or more of the eight hormones normally produced by the pituitary gland at the base of the brain. If there is decreased secretion of most pituitary hormones, the term panhypopituitarism (pan meaning ""all"") is used.",44
LA00,http://id.who.int/icd/entity/458634958,Anencephaly or similar anomalies,"A malformation of the nervous system caused by the failure of neuropore closure. Infants are born with intact spinal cord, cerebellum, and brainstem, but lack formation of neural structures above this level. The skull is only partially formed but the eyes are usually normal.",44
5A10,http://id.who.int/icd/entity/1651053999,Type 1 diabetes mellitus,"Diabetes mellitus type 1 (type 1 diabetes, T1DM, formerly insulin dependent or juvenile diabetes) is a form of diabetes mellitus that results from destruction of insulin-producing beta cells, mostly by autoimmune mechanisms. The subsequent lack of insulin leads to increased blood and urine glucose.",44
8B21,http://id.who.int/icd/entity/1935481507,Cerebrovascular disease with no acute cerebral symptom,Silent” cerebral infarct is defined as an infarct demonstrated on neuroimaging or at autopsy that has not caused acute dysfunction of the brain (I e does not qualify for diagnoses of TIA or cerebral ischemic stroke). The term “silent” denotes lack of acute symptoms.,44
7A62,http://id.who.int/icd/entity/934354997,Irregular sleep-wake rhythm disorder,Irregular sleep-wake rhythm disorder is characterized by absence of a clearly-defined cycle of sleep and wake. Sleep becomes distributed in multiple episodes of variable duration throughout the 24-hour period. Patients typically complain of insomnia and/or excessive daytime sleepiness as a result of the condition.,44
LA01,http://id.who.int/icd/entity/1520916568,Cephalocele,"A condition caused by failure of the skull to correctly close during the antenatal period. This condition is characterized by herniation of the meninges. This condition may present with herniation of brain, or developmental delay. Confirmation is through observation of herniated meninges by imaging.",44
DA95,http://id.who.int/icd/entity/2005943638,Coeliac disease,"Coeliac disease is a permanent intolerance to gluten proteins, present in wheat, rye, and barley. It is an autoimmune disorder, characterized by a chronic inflammatory state of the small intestinal mucosa and submucosa, which can impair digestion and absorption of nutrients, leading to malnutrition.",44
9B72,http://id.who.int/icd/entity/1173139995,Inflammatory diseases of the retina,"This refers to inflammatory diseases of light-sensitive layer of tissue, lining the inner surface of the eye. The optics of the eye create an image of the visual world on the retina, which serves much the same function as the film in a camera.",44
DA98,http://id.who.int/icd/entity/1487397165,Polyps of small intestine,Polyps of small intestine are benign mushroom-like abnormalities of the small intestine that may have a stalk or be flat with a stalk. (Polyps of small intestine are any mass of tissue that arises from the small intestinal wall and protrudes into the lumen.),44
